maze,planner,feasible,n_edges,n_turns,n_waypoints,path_length,path_length_cells,plan_time_s,raw_waypoints,success,total_turn_deg,trajectory_distance,tree_size
small_maze,rrt_smooth,,,1,13,10.233938422104835,10.233938422104835,0.008358955383300781,29,True,54.74921836306071,,
small_maze,rrt_smooth_bangbang,False,7,5,8,inf,inf,0.005045890808105469,,True,311.61652954150765,12.048562765436426,
small_maze,bangbang_rrt,,16,10,17,3.6529597040765474,10.45555274481148,2.946707248687744,,True,514.7598142640297,,1330
corridor,rrt_smooth,,,1,11,19.92297407918978,19.92297407918978,0.005724906921386719,49,True,31.90419235937136,,
corridor,rrt_smooth_bangbang,True,10,3,11,8.06404642785729,8.06404642785729,0.00784921646118164,,True,91.5064056871536,20.17098310877551,
corridor,bangbang_rrt,,30,22,31,6.933424274453901,21.250757897620893,5.5304388999938965,,True,901.1890206138555,,2269
open_field,rrt_smooth,,,6,11,18.631300295101685,18.631300295101685,0.004255056381225586,45,True,243.64583466491166,,
open_field,rrt_smooth_bangbang,False,4,2,5,inf,inf,0.004569292068481445,,True,38.75191590829104,18.627967452711317,
open_field,bangbang_rrt,,31,25,32,6.534424553147849,20.42469869389209,5.795367956161499,,True,1141.4827376498938,,2398
spiral,rrt_smooth,,,4,12,9.532031344388166,9.532031344388166,0.010553121566772461,22,True,254.9112681613227,,
spiral,rrt_smooth_bangbang,False,6,4,7,inf,inf,0.00868678092956543,,True,131.00676080625317,9.114553391457092,
spiral,bangbang_rrt,,58,44,59,12.955809678773479,41.94131489987627,2.1196129322052,,True,1770.1504956582553,,962
narrow,rrt_smooth,,,6,22,25.202987278128962,25.202987278128962,0.03424572944641113,62,True,229.02484506749,,
narrow,rrt_smooth_bangbang,False,6,5,7,inf,inf,0.008095979690551758,,True,266.0702724661744,22.20343866463568,
narrow,bangbang_rrt,,32,22,33,7.520136117323304,23.959401325525512,3.8098928928375244,,True,1175.1132463985523,,1684
