maze,tracker,status,time_s,traversed,planned_dist,steps,max_cte,mean_cte,efficiency
corridor.csv,pure_pursuit,GOAL,7.118090000000069,19.557819295228793,26.0,427,0.0,0.0,1.3293915649554449
corridor.csv,stanley,GOAL,9.935320000000035,21.464723885017968,26.0,596,0.7073917673488115,0.32501349416833175,1.2112897486721264
open_field.csv,pure_pursuit,GOAL,7.018070000000066,19.275935644813757,26.0,421,0.0,0.0,1.348832060818556
open_field.csv,stanley,GOAL,10.518770000000018,21.530195743084768,26.0,631,0.7916842199015734,0.3982444606407414,1.2076062990904706
spiral.csv,pure_pursuit,COLLISION,5.017670000000018,13.748452537332621,43.0,301,0.0,0.0,0.0
spiral.csv,stanley,COLLISION,9.38521000000005,22.831360217004885,43.0,563,0.727153779549754,0.34400373551411206,0.0
narrow.csv,pure_pursuit,COLLISION,0.8501699999999994,2.249265337287266,27.0,51,0.0,0.0,0.0
narrow.csv,stanley,COLLISION,1.1168899999999988,1.7234455648440232,27.0,67,1.293322496130107,0.937179420363385,0.0
